time,heat_target,temperature_feed,temperature_return
2041-08-22 23:00:00,7709377,75.05,58.44
2041-08-23 23:00:00,1550000,74.89,59.48
2041-08-24 23:00:00,3425000,73.71,58.55
2041-08-25 23:00:00,-68581,72.32,57.08
2041-08-26 23:00:00,175000,73.13,57.94
2041-08-27 23:00:00,-365203,74.55,57.65
2041-08-28 23:00:00,375000,75.33,57.98
2041-08-29 23:00:00,181081,75.08,57.91
2041-08-30 23:00:00,2450000,76.74,58.84
2041-08-31 23:00:00,7200000,76.28,59.18
2041-09-01 23:00:00,8125000,75.41,58.09
2041-09-02 23:00:00,3725000,75.06,57.91
2041-09-03 23:00:00,3850000,76.83,58.52
2041-09-04 23:00:00,3925000,77.44,58.81
2041-09-05 23:00:00,440541,77.00,58.90
2041-09-06 23:00:00,-1029392,76.13,58.49
2041-09-07 23:00:00,-114189,74.60,57.15
2041-09-08 23:00:00,1650000,74.83,56.92
2041-09-09 23:00:00,1650000,74.95,57.34
2041-09-10 23:00:00,500000,73.69,57.73
2041-09-11 23:00:00,300000,75.51,58.63
2041-09-12 23:00:00,-2432770,75.49,58.38
2041-09-13 23:00:00,-1262838,73.76,57.08
2041-09-14 23:00:00,222635,72.27,55.45
2041-09-15 23:00:00,3403041,70.89,54.42
2041-09-16 23:00:00,-716216,72.23,54.54
2041-09-17 23:00:00,2477703,72.98,55.70
2041-09-18 23:00:00,7625000,71.95,55.47
2041-09-19 23:00:00,2467568,71.37,54.80
2041-09-20 23:00:00,-766216,70.65,53.38
2041-09-21 23:00:00,1741216,71.43,52.99
2041-09-22 23:00:00,5233784,71.60,52.95
2041-09-23 23:00:00,7616892,70.72,52.86
2041-09-24 23:00:00,6350676,71.59,52.65
2041-09-25 23:00:00,9000000,70.75,52.32
2041-09-26 23:00:00,8000000,68.58,51.35
2041-09-27 23:00:00,8000000,69.48,51.28
2041-09-28 23:00:00,6233784,69.52,50.88
2041-09-29 23:00:00,9500000,69.39,50.97
2041-09-30 23:00:00,6584459,70.23,51.77
2041-10-01 23:00:00,7616892,70.33,52.13
2041-10-02 23:00:00,2935780,69.60,51.92
2041-10-03 23:00:00,-2025000,69.03,51.84
2041-10-04 23:00:00,-2681757,69.66,51.85
2041-10-05 23:00:00,-4323649,71.10,51.99
2041-10-06 23:00:00,-3831081,73.80,52.01
2041-10-07 23:00:00,-1258784,72.92,52.41
2041-10-08 23:00:00,-1915541,74.50,52.82
2041-10-09 23:00:00,-3627555,73.35,52.44
2041-10-10 23:00:00,-4658488,74.24,52.47
2041-10-11 23:00:00,4550000,76.75,52.82
2041-10-12 23:00:00,5100000,74.05,52.23
2041-10-13 23:00:00,7550000,75.60,52.65
2041-10-14 23:00:00,1000000,74.62,52.60
2041-10-15 23:00:00,-1539865,74.70,52.39
2041-10-16 23:00:00,3525000,77.08,52.62
2041-10-17 23:00:00,0,74.83,52.23
2041-10-18 23:00:00,6500000,73.82,52.04
2041-10-19 23:00:00,8500000,69.11,51.37
2041-10-20 23:00:00,9025000,70.08,52.22
2041-10-21 23:00:00,1000000,72.96,53.60
