time,heat_target,temperature_feed,temperature_return
2051-06-05 23:00:00,-1350000,72.18,52.99
2051-06-06 23:00:00,-1076351,73.07,53.15
2051-06-07 23:00:00,0,74.74,53.56
2051-06-08 23:00:00,0,71.75,53.54
2051-06-09 23:00:00,-157432,70.32,54.09
2051-06-10 23:00:00,-118581,71.52,53.53
2051-06-11 23:00:00,-1453378,71.35,53.03
2051-06-12 23:00:00,0,71.46,54.20
2051-06-13 23:00:00,-674324,70.54,53.80
2051-06-14 23:00:00,0,72.51,54.35
2051-06-15 23:00:00,-133784,74.97,53.94
2051-06-16 23:00:00,1525000,76.14,55.52
2051-06-17 23:00:00,-413514,71.43,54.04
2051-06-18 23:00:00,-347635,70.97,54.12
2051-06-19 23:00:00,-1376351,73.30,54.62
2051-06-20 23:00:00,1506757,72.93,55.47
2051-06-21 23:00:00,1025000,73.78,56.33
2051-06-22 23:00:00,1193581,71.30,56.07
2051-06-23 23:00:00,-247973,75.93,57.30
2051-06-24 23:00:00,0,76.28,58.50
2051-06-25 23:00:00,-1003378,74.25,56.15
2051-06-26 23:00:00,-1359122,72.54,54.69
2051-06-27 23:00:00,-626351,73.04,54.14
2051-06-28 23:00:00,-702365,72.35,54.26
2051-06-29 23:00:00,525000,73.09,55.64
2051-06-30 23:00:00,2915541,74.60,56.98
2051-07-01 23:00:00,3000000,76.70,58.58
2051-07-02 23:00:00,6000000,77.38,59.33
2051-07-03 23:00:00,2525000,76.75,58.38
2051-07-04 23:00:00,6025000,77.26,58.68
2051-07-05 23:00:00,7525000,77.72,58.90
2051-07-06 23:00:00,4525000,76.84,58.43
2051-07-07 23:00:00,500000,76.05,58.08
2051-07-08 23:00:00,500000,75.99,59.33
2051-07-09 23:00:00,0,76.16,58.87
2051-07-10 23:00:00,500000,76.07,58.50
2051-07-11 23:00:00,500000,75.75,57.77
2051-07-12 23:00:00,0,75.94,58.00
2051-07-13 23:00:00,500000,74.73,56.75
2051-07-14 23:00:00,-152027,73.40,56.51
2051-07-15 23:00:00,0,75.93,57.93
2051-07-16 23:00:00,384459,75.66,57.83
2051-07-17 23:00:00,-820946,74.37,56.75
2051-07-18 23:00:00,-84459,74.85,56.45
2051-07-19 23:00:00,0,73.61,56.28
2051-07-20 23:00:00,500000,72.60,55.52
2051-07-21 23:00:00,0,73.18,55.51
2051-07-22 23:00:00,-552027,73.58,55.69
2051-07-23 23:00:00,-842905,74.96,57.04
2051-07-24 23:00:00,5650000,74.36,57.49
2051-07-25 23:00:00,11525000,76.71,58.51
2051-07-26 23:00:00,11050000,77.65,60.18
2051-07-27 23:00:00,11525000,77.78,59.81
2051-07-28 23:00:00,11050000,79.09,60.25
2051-07-29 23:00:00,10100000,80.08,60.78
2051-07-30 23:00:00,7878897,78.79,60.38
2051-07-31 23:00:00,4912500,75.47,58.07
2051-08-01 23:00:00,5829167,76.54,57.85
2051-08-02 23:00:00,10112500,76.00,58.21
2051-08-03 23:00:00,12000000,76.97,59.33
2051-08-04 23:00:00,10970833,77.42,59.59
2051-08-05 23:00:00,9812500,76.72,58.92
2051-08-06 23:00:00,9025000,78.93,60.91
2051-08-07 23:00:00,9600000,76.02,59.03
2051-08-08 23:00:00,10058333,73.18,57.55
