time,Q_target,Q_actual,Q_sto,P_plant,ti_plant,T_ff_sys,T_rf_sys,T_ff_sto,T_rf_sto,m_sto,pp_err
2030-01-02 21:00:00,0.0,0,0,0,0,58.2,45.7,0,0,0,False
2030-01-02 22:00:00,0.0,0,0,0,0,58.8,46.0,0,0,0,False
2030-01-02 23:00:00,0.0,0,0,0,0,59.2,46.0,0,0,0,False
2030-01-03 00:00:00,0.0,0,0,0,0,61.2,46.0,0,0,0,False
2030-01-03 01:00:00,0.0,0,0,0,0,60.7,45.7,0,0,0,False
2030-01-03 02:00:00,1000000.0000001731,1000000.0000001735,1000000.0000001735,0,0,60.0,45.2,57.00000000000716,44.2250242847,18.73323650132813,False
2030-01-03 03:00:00,999999.9999999027,999999.9999999021,999999.9999999021,0,0,60.6,45.8,57.600000000001955,44.30012714517,17.99169432472569,False
2030-01-03 04:00:00,-999999.9999999405,999999.9999999403,818210.7528276813,191394.38126404324,0,60.6,46.0,26.514123218968848,36.54319551417,19.51326902259129,False
2030-01-03 05:00:00,-1000000.0000001315,1000000.0000001314,801511.3937818109,207304.50891368673,0,62.2,45.6,23.631523351970714,33.33826136161,19.731756536985106,False
2030-01-03 06:00:00,-999916.0016799279,999916.0016799279,759980.9112510353,246172.43425890972,0,72.0,46.0,21.049816479225854,31.23375146254,17.83956180926374,False
2030-01-03 07:00:00,-999999.9999999405,999999.9999999407,752232.4049754689,253530.14096243394,0,72.6,46.0,19.678150262850522,29.70991055835,17.926778883476516,False
2030-01-03 08:00:00,-999999.9999999405,999999.9999999403,746839.7214780626,258636.78658319105,0,72.8,46.3,18.613791650318547,28.50843070807,18.0436292367671,False
2030-01-03 09:00:00,-1000000.0000001315,1000000.0000001318,741402.0631083101,263904.0461305293,0,73.3,46.7,17.77426900291408,27.58822199492,18.046563435695358,False
2030-01-03 10:00:00,-999916.0016799279,999916.0016799279,741028.7578291767,264151.14269067755,0,72.6,46.5,17.175805806158564,26.8369340714,18.323224319090176,False
2030-01-03 11:00:00,-999999.9999999405,999999.9999999407,741724.6057643986,263528.67148519284,0,71.8,46.0,16.69837998220237,26.21209958983,18.624607349072527,False
2030-01-03 12:00:00,-999999.9999999405,999999.9999999406,741755.0092701209,263476.787316815,0,71.2,46.0,16.287486209957365,25.68685512724,18.84591336037459,False
2030-01-03 13:00:00,-38891.22217572548,0,0,0,0,71.0,46.0,25.68685512724,25.68685512724,0,False
2030-01-03 14:00:00,1000000.0000001731,1000000.0000001731,1000000.0000001731,0,0,71.0,46.0,67.99999999999534,33.37692025058,6.909559681079658,False
2030-01-03 15:00:00,999999.9999999027,999999.9999999023,999999.9999999023,0,0,71.7,46.0,68.70000000000488,36.18227259304,7.355482088599882,False
2030-01-03 16:00:00,1000000.0000001731,1000000.0000001725,1000000.0000001725,0,0,71.0,46.0,68.00000000000296,38.09150687961,7.9971694315601995,False
2030-01-03 17:00:00,999999.9999999027,999999.9999999033,999999.9999999033,0,0,69.4,46.0,66.39999999999009,39.31586778466,8.831690496367413,False
2030-01-03 18:00:00,-999999.9999999405,999999.9999999407,778663.8185019655,228799.01126670063,0,67.8,46.0,22.32731363807369,32.33922957173,18.611517533921404,False
2030-01-03 19:00:00,999999.9999999027,999999.999999903,999999.999999903,0,0,67.0,46.0,63.9999999999979,37.82368267454,9.140445070355256,False
2030-01-03 20:00:00,999999.9999999027,999999.9999999033,999999.9999999033,0,0,68.5,46.3,65.50000000000102,39.26916918093,9.119312117765965,False
2030-01-03 21:00:00,1000000.0000001731,1000000.0000001723,1000000.0000001723,0,0,69.6,46.7,66.60000000000326,40.37512405792,9.120695672407829,False
2030-01-03 22:00:00,999999.9999999027,999999.999999902,999999.999999902,0,0,69.6,46.7,66.60000000000218,41.15860966703,9.398902879641183,False
2030-01-03 23:00:00,999999.9999999027,999999.9999999027,999999.9999999027,0,0,68.6,46.7,65.59999999999667,41.70906527869,10.009733164818398,False
2030-01-04 00:00:00,1000000.0000001731,1000000.0000001735,1000000.0000001735,0,0,61.1,46.2,58.099999999999454,41.92969313102,14.79366351509405,False
2030-01-04 01:00:00,999999.9999999027,999999.9999999028,999999.9999999028,0,0,59.6,45.4,56.600000000012926,42.23337296702,16.657712283782132,False
2030-01-04 02:00:00,999999.9999999027,999999.9999999034,999999.9999999034,0,0,61.0,45.2,57.999999999994714,42.53588880953,15.467420909188599,False
2030-01-04 03:00:00,1000000.0000001731,1000000.0000001733,1000000.0000001733,0,0,62.8,45.2,59.80000000000405,42.8195029667,14.086793611613759,False
2030-01-04 04:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,67.7,45.8,64.69999999999271,43.19619208838,11.12181809918968,False
2030-01-04 05:00:00,-999916.0016799279,999916.0016799279,784955.2350723959,223056.88906996103,0,69.5,46.1,25.064043202612424,35.6600898429,17.736107271863453,False
2030-01-04 06:00:00,-1000000.0000001315,1000000.0000001317,772668.7846844678,234440.0001979663,0,69.8,46.2,22.404844974106254,32.59849945724,18.118807519409277,False
2030-01-04 07:00:00,-999999.9999999405,999999.9999999406,759919.0968745403,246258.5746133647,0,71.1,46.6,20.43806256710633,30.4563845429,18.130907014067205,False
2030-01-04 08:00:00,-999999.9999997495,999999.9999997495,753322.8961056774,252446.68639266642,0,71.4,46.6,19.127201616143168,28.9773980375,18.281872578933957,False
2030-01-04 09:00:00,-1000000.0000001315,1000000.0000001313,749088.3515983971,256415.66817195655,0,71.4,46.4,18.122084270600283,27.81999708048,18.463186578592104,False
2030-01-04 10:00:00,-147165.05669897667,0,0,0,0,71.0,46.3,27.81999708048,27.81999708048,0,False
2030-01-04 11:00:00,1000000.0000001731,1000000.0000001731,1000000.0000001731,0,0,70.0,45.9,66.99999999999216,34.97716719203,7.472499138537586,False
2030-01-04 12:00:00,-888618.2276354623,888618.2276354622,678907.7987466301,216839.54130871562,0,69.7,45.9,19.839916507690816,29.83812445116,16.24565529209038,False
2030-01-04 13:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,70.0,45.9,67.0000000000058,36.15455151226,7.752940891734846,False
2030-01-04 14:00:00,-999916.0016801192,999916.001680119,762919.9738832986,243341.67209851032,0,70.0,45.9,20.255076935830118,30.14550004077,18.453742830015834,False
2030-01-04 15:00:00,-999999.9999997495,999999.9999997496,759790.5725261515,246246.91235967065,0,69.1,45.9,18.86301219736896,28.45970247882,18.922636421648033,False
2030-01-04 16:00:00,-999999.9999999405,999999.9999999405,753284.6640120068,252383.54579707276,0,69.6,45.9,17.727211588480827,27.20146690625,19.00214473114865,False
2030-01-04 17:00:00,123214.28571421426,0,0,0,0,68.8,45.9,0,36.15455151226,0,True
2030-01-04 18:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,69.6,45.9,66.60000000000127,34.34579443231,7.41749071506666,False
2030-01-04 19:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,69.6,45.9,66.59999999999837,36.80420547246,8.028131370245013,False
2030-01-04 20:00:00,1000000.0000001731,1000000.0000001725,1000000.0000001725,0,0,70.6,46.4,67.59999999999934,38.5741851006,8.240227477622623,False
2030-01-04 21:00:00,999999.9999999027,999999.9999999022,999999.9999999022,0,0,70.4,46.6,67.39999999998997,39.73410114045,8.642690233669317,False
2030-01-04 22:00:00,999999.9999999027,999999.9999999027,999999.9999999027,0,0,69.5,46.6,66.49999999999983,40.60291302112,9.233581269254035,False
2030-01-04 23:00:00,1000000.0000001731,1000000.0000001732,1000000.0000001732,0,0,62.8,46.0,59.800000000001035,41.01658419363,12.733692293359457,False
2030-01-05 00:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,59.8,45.9,56.79999999999251,41.51135195853,15.651202566749227,False
2030-01-05 01:00:00,999999.9999999027,999999.9999999021,999999.9999999021,0,0,59.6,45.6,56.59999999999809,41.86498516463,16.24101275831261,False
2030-01-05 02:00:00,1000000.0000001731,1000000.0000001723,1000000.0000001723,0,0,59.6,45.9,56.60000000000031,42.22672094175,16.64951870818061,False
2030-01-05 03:00:00,999999.9999999027,999999.9999999026,999999.9999999026,0,0,58.6,45.3,55.60000000000878,42.56429416314,18.358571028076106,False
2030-01-05 04:00:00,1000000.0000001731,1000000.0000001729,1000000.0000001729,0,0,58.5,45.0,55.499999999997954,42.84687172139,18.91443768830246,False
2030-01-05 05:00:00,999999.9999999027,999999.999999903,999999.999999903,0,0,60.3,45.0,57.30000000000018,43.0429384615,16.779293425441715,False
2030-01-05 06:00:00,-999999.9999999405,999999.9999999406,800983.4661143419,207932.63935824082,0,64.8,45.6,25.349541386327758,35.55834710417,18.781743212628147,False
2030-01-05 07:00:00,-999916.0016801192,999916.0016801191,807268.2920923613,201652.65718979534,0,59.0,45.9,22.977338023925824,32.35669633305,20.579611123275775,False
2030-01-05 08:00:00,-999999.9999999405,999999.9999999404,798142.8953895362,210340.33606742864,0,59.8,45.2,21.11116980369178,30.24855764655,20.87200791508105,False
2030-01-05 09:00:00,-999999.9999999405,999999.9999999404,790188.7913851409,217769.7037124976,0,60.4,45.2,19.67477693090723,28.65675229575,21.021769982808994,False
2030-01-05 10:00:00,-1000000.0000001315,1000000.0000001317,788772.910015041,219036.13711487336,0,59.4,45.2,18.678061271966328,27.44383536337,21.500527262417403,False
2030-01-05 11:00:00,-999916.0016799279,999916.0016799282,777610.916125183,229352.23462804352,0,61.6,45.9,17.755183116623925,26.5774603279,21.062337175486327,False
2030-01-05 12:00:00,-999999.9999999405,999999.9999999406,769153.4643408365,237297.92714919144,0,63.4,45.9,17.050299365160413,25.91013028201,20.73016960407659,False
2030-01-05 13:00:00,-999999.9999999405,999999.9999999406,781614.3431322025,225604.92446213053,0,58.4,45.9,16.777653621507568,25.2506801247,22.03638133446676,False
2030-01-05 14:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,60.0,45.9,56.99999999999659,32.70781303628,9.854052742757855,False
2030-01-05 15:00:00,-999999.9999999405,999999.9999999405,788600.5453887696,219209.1945650002,0,59.4,45.9,18.83468384701223,27.65936297903,21.38768928266473,False
2030-01-05 16:00:00,-999916.0016801192,999916.0016801192,784548.065167593,222858.1707459892,0,59.0,45.9,17.741241689717754,26.37684538261,21.70343372235378,False
2030-01-05 17:00:00,-999999.9999999405,999999.9999999407,779226.4139611039,227854.72467065556,0,59.7,45.9,16.888441735857327,25.45052498117,21.741906341967262,False
2030-01-05 18:00:00,-999999.9999999405,999999.9999999404,775951.8262349734,230888.73914609276,0,59.9,45.9,16.260305928768446,24.75041256729,21.833857576156525,False
2030-01-05 19:00:00,-999999.9999999405,999999.9999999406,774272.0112951947,232428.25650734798,0,59.7,45.9,15.787227508362491,24.20195116092,21.978504717683414,False
2030-01-05 20:00:00,-999916.0016801192,999916.001680119,771400.0253000582,235000.827289632,0,60.2,45.9,15.456014243463244,23.8594371228,21.923166200097445,False
2030-01-05 21:00:00,1000000.0000001731,1000000.0000001731,1000000.0000001731,0,0,61.8,45.9,58.80000000000001,31.48178336602,8.761052953391841,False
2030-01-05 22:00:00,999999.9999999027,999999.9999999026,999999.9999999026,0,0,63.8,45.9,60.79999999999177,34.43432798125,9.075016151947391,False
2030-01-05 23:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,63.7,45.9,60.70000000000016,36.45834770077,9.869970121139358,False
2030-01-06 00:00:00,1000000.0000001731,1000000.0000001733,1000000.0000001733,0,0,62.2,45.9,59.2000000000055,37.7801913333,11.17083146469131,False
2030-01-06 01:00:00,-1000000.0000001315,1000000.0000001317,795104.8186966936,213273.70752584928,0,61.5,45.8,21.674366713060465,31.05406004937,20.288808357625914,False
2030-01-06 02:00:00,-999999.9999999405,999999.9999999409,779384.7311796183,227884.97173973397,0,63.7,45.2,19.458616826085347,28.66973914517,20.212358153890126,False
2030-01-06 03:00:00,-999999.9999999405,999999.9999999406,765674.458516387,240643.6659791682,0,66.0,45.2,17.925754766914167,27.11100972963,19.91846315068998,False
2030-01-06 04:00:00,-999916.0016799279,999916.0016799278,762126.0041934487,243827.29287773083,0,65.6,45.4,16.904352297787398,25.91601042532,20.206540833866967,False
2030-01-06 05:00:00,-1000000.0000001315,1000000.0000001314,756018.4414235046,249668.71095088322,0,66.3,46.0,16.091873930477846,25.05863482328,20.144821815056833,False
2030-01-06 06:00:00,-999999.9999999405,999999.9999999405,758579.4717659972,247191.07012356227,0,64.6,46.6,15.60698017886557,24.37568096311,20.65244820521759,False
2030-01-06 07:00:00,-999999.9999999405,999999.9999999405,753920.8275122797,251619.8850651532,0,65.4,46.6,15.109911185328713,23.87622533945,20.536015347704673,False
2030-01-06 08:00:00,-1000000.0000001315,1000000.0000001314,752070.1182910883,253367.94701058464,0,65.5,46.9,14.811648919063657,23.55294357785,20.549721147348897,False
2030-01-06 09:00:00,-999916.0016799279,999916.0016799279,749757.5141737917,255498.3412788402,0,65.9,46.4,14.51015756536566,23.23349046484,20.527659915917337,False
2030-01-06 10:00:00,-999999.9999999405,999999.9999999405,744110.2346218954,261085.91708439816,0,67.4,45.9,14.191263311261935,22.98250412114,20.216713940782977,False
2030-01-06 11:00:00,-999999.9999999405,999999.9999999404,752693.9445668844,252736.7660716742,0,64.5,45.9,14.14024534395395,22.69487563211,21.012320068759486,False
2030-01-06 12:00:00,-1000000.0000001315,1000000.0000001315,753085.8203825793,252353.66842594164,0,64.1,45.9,13.961602517577546,22.46151614655,21.158841454508686,False
2030-01-06 13:00:00,-999916.0016799279,999916.0016799278,749965.602772255,255264.13652775326,0,64.8,45.9,13.753163911375736,22.27344609537,21.005759689918715,False
2030-01-06 14:00:00,0.0,0,0,0,0,63.0,45.9,0,0,0,False
2030-01-06 15:00:00,0.0,0,0,0,0,63.6,45.9,0,0,0,False
2030-01-06 16:00:00,0.0,0,0,0,0,61.5,45.9,0,0,0,False
2030-01-06 17:00:00,0.0,0,0,0,0,62.0,45.9,0,0,0,False
2030-01-06 18:00:00,0.0,0,0,0,0,62.8,45.9,0,0,0,False
2030-01-06 19:00:00,0.0,0,0,0,0,61.2,45.9,0,0,0,False
2030-01-06 20:00:00,0.0,0,0,0,0,63.0,45.9,0,0,0,False
2030-01-06 21:00:00,0.0,0,0,0,0,63.8,45.9,0,0,0,False
2030-01-06 22:00:00,0.0,0,0,0,0,63.0,45.9,0,0,0,False
2030-01-06 23:00:00,0.0,0,0,0,0,62.2,45.9,0,0,0,False
2030-01-07 00:00:00,999999.9999999027,999999.9999999033,999999.9999999033,0,0,61.2,44.9,58.199999999989245,30.02585125629,8.495073903121668,False
2030-01-07 01:00:00,1000000.0000001731,1000000.0000001736,1000000.0000001736,0,0,60.9,44.3,57.89999999999793,32.97528548046,9.600746568009193,False
2030-01-07 02:00:00,999999.9999999027,999999.999999903,999999.999999903,0,0,58.8,43.3,55.80000000000098,35.00048738635,11.504971647987242,False
2030-01-07 03:00:00,999999.9999999027,999999.9999999033,999999.9999999033,0,0,58.6,42.4,55.59999999999553,36.45521838254,12.499473171345818,False
2030-01-07 04:00:00,1000000.0000001731,1000000.0000001731,1000000.0000001731,0,0,58.8,44.0,55.79999999999063,37.62524019656,13.166323354384788,False
2030-01-07 05:00:00,999999.9999999027,999999.9999999026,999999.9999999026,0,0,59.6,45.1,56.59999999999292,38.54661720098,13.254757707250556,False
2030-01-07 06:00:00,1000000.0000001731,1000000.0000001726,1000000.0000001726,0,0,59.8,45.1,56.80000000000365,39.26861104778,13.649480617410262,False
2030-01-07 07:00:00,999999.9999999027,999999.9999999022,999999.9999999022,0,0,61.6,45.7,58.59999999999383,39.89466670461,12.79218657619785,False
2030-01-07 08:00:00,999999.9999999027,999999.9999999026,999999.9999999026,0,0,62.8,45.8,59.79999999999967,40.41429280622,12.337414690946762,False
2030-01-07 09:00:00,1000000.0000001731,1000000.0000001736,1000000.0000001736,0,0,62.6,45.8,59.59999999999769,40.7356053632,12.681425986755137,False
2030-01-07 10:00:00,999999.9999999027,999999.9999999037,999999.9999999037,0,0,61.5,45.8,58.49999999999727,41.05754673831,13.714900675166605,False
2030-01-07 11:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,59.4,45.6,56.39999999999992,41.35402430504,15.898382458571806,False
2030-01-07 12:00:00,1000000.0000001731,1000000.0000001725,1000000.0000001725,0,0,59.4,45.1,56.40000000000771,41.64259670511,16.208914502024797,False
2030-01-07 13:00:00,999999.9999999027,999999.9999999031,999999.9999999031,0,0,58.8,45.1,55.80000000000581,41.91975960324,17.242422552621587,False
2030-01-07 14:00:00,999999.9999999027,999999.9999999033,999999.9999999033,0,0,57.0,45.1,54.00000000000466,42.24026873077,20.351863081571253,False
2030-01-07 15:00:00,1000000.0000001731,1000000.0000001733,1000000.0000001733,0,0,58.0,45.1,55.00000000000648,42.4251558621,19.024287804796515,False
2030-01-07 16:00:00,999999.9999999027,999999.9999999022,999999.9999999022,0,0,57.6,45.1,54.600000000001785,42.66697551043,20.057632639919262,False
2030-01-07 17:00:00,1000000.0000001731,1000000.0000001733,1000000.0000001733,0,0,57.6,45.1,54.60000000000588,42.87580328545,20.415745401592396,False
2030-01-07 18:00:00,-1000000.0000001315,1000000.0000001314,823190.1464677446,186541.58073998702,0,57.2,45.1,25.503409251160463,35.12366358025,20.477830024211823,False
2030-01-07 19:00:00,1000000.0000001731,1000000.0000001736,1000000.0000001736,0,0,58.7,45.1,55.69999999998731,39.74320950437,15.005751736932346,False
2030-01-07 20:00:00,999999.9999999027,999999.9999999034,999999.9999999034,0,0,59.0,45.2,55.99999999999977,40.84783392276,15.788291276877947,False
2030-01-07 21:00:00,999999.9999999027,999999.999999902,999999.999999902,0,0,58.5,45.8,55.50000000001063,41.65788525465,17.28250220789288,False
2030-01-07 22:00:00,1000000.0000001731,1000000.0000001737,1000000.0000001737,0,0,60.2,45.8,57.199999999993054,42.23035059466,15.983291570411275,False
2030-01-07 23:00:00,999999.9999999027,999999.9999999028,999999.9999999028,0,0,59.0,45.8,55.99999999999403,42.61090913247,17.873201903404183,False
2030-01-08 00:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,58.0,45.0,55.000000000000455,43.00714577366,19.953356450760822,False
2030-01-08 01:00:00,1000000.0000001731,1000000.0000001723,1000000.0000001723,0,0,57.8,44.3,54.79999999999296,43.31589343238,20.839220617758855,False
2030-01-08 02:00:00,999999.9999999027,999999.9999999024,999999.9999999024,0,0,60.4,44.3,57.40000000000299,43.45556050682,17.157410547654997,False
2030-01-08 03:00:00,999999.9999999027,999999.9999999028,999999.9999999028,0,0,61.6,45.0,58.60000000001082,43.64816792937,15.999160258751905,False
2030-01-08 04:00:00,1000000.0000001731,1000000.0000001739,1000000.0000001739,0,0,57.0,43.6,53.99999999999807,44.05975095458,24.08551895106236,False
2030-01-08 05:00:00,999999.9999999027,999999.9999999033,999999.9999999033,0,0,57.3,44.1,54.29999999998989,44.20224348761,23.708785328358122,False
2030-01-08 06:00:00,1000000.0000001731,1000000.0000001731,1000000.0000001731,0,0,58.7,45.2,55.700000000000614,44.23557083981,20.86972071405243,False
2030-01-08 07:00:00,999999.9999999027,999999.9999999041,999999.9999999041,0,0,60.5,45.8,57.50000000000449,44.29085681892,18.116575873559317,False
2030-01-08 08:00:00,0.0,0,0,0,0,61.0,45.8,0,0,0,False
2030-01-08 09:00:00,0.0,0,0,0,0,60.2,45.8,0,0,0,False
2030-01-08 10:00:00,0.0,0,0,0,0,60.2,45.8,0,0,0,False
2030-01-08 11:00:00,0.0,0,0,0,0,60.5,45.8,0,0,0,False
2030-01-08 12:00:00,0.0,0,0,0,0,59.8,45.0,0,0,0,False
2030-01-08 13:00:00,0.0,0,0,0,0,59.4,45.0,0,0,0,False
2030-01-08 14:00:00,0.0,0,0,0,0,59.2,45.0,0,0,0,False
2030-01-08 15:00:00,0.0,0,0,0,0,58.2,45.0,0,0,0,False
2030-01-08 16:00:00,0.0,0,0,0,0,57.4,45.0,0,0,0,False
2030-01-08 17:00:00,-999999.9999999405,999999.9999999406,824611.2947938954,185241.20256709756,0,58.8,45.0,26.6429163744354,36.53283744334,19.957128792510854,False
2030-01-08 18:00:00,-1000000.0000001315,1000000.0000001315,813280.8373123463,196008.6676840029,0,58.6,45.0,23.86210961798605,33.31189367306,20.579634020417288,False
2030-01-08 19:00:00,-999916.0016799279,999916.0016799279,804208.6452822122,204523.03007036744,0,58.8,45.0,21.856777448057073,31.02662563739,20.96609888787473,False
2030-01-08 20:00:00,-999999.9999999405,999999.9999999405,795717.8880615275,212602.35660672514,0,59.6,45.3,20.4267708216006,29.45460716382,21.06313730656644,False
2030-01-08 21:00:00,-1000000.0000001315,1000000.0000001314,787480.8236942348,220296.05091361265,0,60.6,45.8,19.283642170225335,28.238693074,21.01487425983054,False
2030-01-08 22:00:00,-999999.9999999405,999999.9999999407,780311.4733607552,226933.4688068481,0,61.7,45.8,18.395026084442122,27.31221946631,20.91231091109878,False
2030-01-08 23:00:00,-999916.0016799279,999916.0016799278,778270.4080332487,228732.19287082442,0,61.4,45.8,17.754830678804183,26.56007513901,21.12179520681365,False
2030-01-09 00:00:00,-999999.9999999405,999999.9999999405,776264.5786603664,230658.20776648895,0,61.4,45.4,17.229971063003006,25.94973608568,21.25791003028108,False
2030-01-09 01:00:00,0.0,0,0,0,0,62.2,45.0,0,0,0,False
2030-01-09 02:00:00,-1000000.0000001315,1000000.0000001314,772055.5971083258,234560.66090713604,0,62.2,45.4,16.823648071568414,25.55449767528,21.124999293728305,False
2030-01-09 03:00:00,-999999.9999999405,999999.9999999405,773901.3304180764,232820.32695918076,0,61.2,45.0,16.510100647102092,25.1133349098,21.48602431646236,False
2030-01-09 04:00:00,-999916.0016799279,999916.0016799279,774248.0671673873,232398.18620265706,0,60.6,45.0,16.20565345735406,24.72280862265,21.712451262319878,False
2030-01-09 05:00:00,-1000000.0000001315,1000000.0000001315,770885.0657075801,235589.49050855605,0,61.2,45.2,15.870829245132995,24.39257163625,21.607345115455736,False
2030-01-09 06:00:00,-999999.9999999405,999999.9999999406,768087.5395297982,238216.4142193194,0,61.6,45.6,15.5762052284731,24.09636515759,21.53299925566269,False
